Task ID,Area,Requirement,Acceptance test,Status,Evidence / file / URL,Notes
103,I. London separator system,Translate the Access Point mountain system into an architectural/city/Thames visual language.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
104,I. London separator system,Avoid a flat “Big Ben + London Eye + Tower Bridge + rectangles” icon row as the whole solution.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
105,I. London separator system,Create at least one layered geometric London foreground treatment for a strong transition.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
106,I. London separator system,Create at least one very subtle hand-drawn/line-art London panorama for pale-background sections.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
107,I. London separator system,Create at least one bolder solid silhouette/architectural edge for transitioning into a saturated brand-colour section.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
108,I. London separator system,Create at least one footer-oriented deeper layered city/river silhouette if the final approved brand palette supports it.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
109,I. London separator system,Create at least one photograph-overlap treatment where a person or tender-related image intersects with an architectural contour.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
110,I. London separator system,Allow London shapes to be abstracted; recognisability should not require a tourist-landmark checklist.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
111,I. London separator system,"Use the Thames/river curve, embankment, rooflines, civic architecture, bridges and city massing as possible compositional ingredients.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
112,I. London separator system,"Vary scale, opacity, density and foreground/background position across separator variants.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
113,I. London separator system,Match each separator variant to the two sections it connects.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
114,I. London separator system,Do not use the exact same divider between every section.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
115,I. London separator system,Do not make every separator equally bold.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
116,I. London separator system,Do not make separators so detailed that they compete with headlines or body copy.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
117,I. London separator system,Do not use skyline decoration as a thin repeated border strip.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
118,I. London separator system,Make the separator system responsive rather than cropping key shapes unpredictably on mobile.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
119,I. London separator system,Ensure separator SVGs/illustrations remain crisp at large desktop widths.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
120,I. London separator system,Ensure decorative separators are ignored by screen readers where they convey no information.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/LondonTransition.tsx; app/refinement-system.css","Checked against the numbered requirement and its acceptance test."
121,J. Live Tenders,Keep Live Tenders as a major feature of the site.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
122,J. Live Tenders,Keep Live Tenders prominent in navigation.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
123,J. Live Tenders,Keep or redesign the marquee concept rather than removing it automatically.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
124,J. Live Tenders,Reject the current dark/unbranded marquee treatment.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
125,J. Live Tenders,Use TenderLab company colours for the marquee.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
126,J. Live Tenders,Use the Scroll Marquee reference for motion mechanics and pacing.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
127,J. Live Tenders,Do not copy the Scroll Marquee reference’s colour palette.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
128,J. Live Tenders,Make marquee movement smooth and intentional.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
129,J. Live Tenders,Consider scroll-responsive direction or velocity if it improves the experience.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
130,J. Live Tenders,Do not use a crude deprecated HTML marquee behaviour.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
131,J. Live Tenders,Ensure marquee content remains understandable to keyboard and reduced-motion users.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
132,J. Live Tenders,Provide a reduced-motion fallback that does not continuously animate.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
133,J. Live Tenders,Keep tender cards/content legible while moving.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
134,J. Live Tenders,Do not move body copy continuously; reserve motion for the dedicated tender track/visual device.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
135,J. Live Tenders,Keep a clear “Go to Tenders” CTA associated with the live-tender experience.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
136,J. Live Tenders,Ensure “Go to Tenders” leads to the actual live tenders destination.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; live tender rail; lib/published-tenders.ts","Checked against the numbered requirement and its acceptance test."
137,K. Scroll Marquee / Tropical Berry / Our Retailers adaptation,Open and study the supplied Scroll Marquee Webflow listing.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
138,K. Scroll Marquee / Tropical Berry / Our Retailers adaptation,Open and study the live Scroll Marquee demo.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
139,K. Scroll Marquee / Tropical Berry / Our Retailers adaptation,"Study what happens while the page scrolls, not only the static layout.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
140,K. Scroll Marquee / Tropical Berry / Our Retailers adaptation,Study the “Our Retailers” section specifically.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
141,K. Scroll Marquee / Tropical Berry / Our Retailers adaptation,Study the repeated image-track treatment inside/after the retailers section.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
142,K. Scroll Marquee / Tropical Berry / Our Retailers adaptation,Study the “Shop Now” CTA placement and relationship to the image track.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
143,K. Scroll Marquee / Tropical Berry / Our Retailers adaptation,Study the “TROPICAL / BERRY” arrival/section specifically.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
144,K. Scroll Marquee / Tropical Berry / Our Retailers adaptation,Analyse the transition into the Tropical Berry area.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
145,K. Scroll Marquee / Tropical Berry / Our Retailers adaptation,Analyse how imagery and typography interact in that area.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
146,K. Scroll Marquee / Tropical Berry / Our Retailers adaptation,Adapt the “Our Retailers” structural idea to TenderLab-relevant photography/content.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
147,K. Scroll Marquee / Tropical Berry / Our Retailers adaptation,Do not literally create an “Our Retailers” section.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
148,K. Scroll Marquee / Tropical Berry / Our Retailers adaptation,Use the adapted section to showcase tender/practical/company-relevant photography.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
149,K. Scroll Marquee / Tropical Berry / Our Retailers adaptation,Replace the reference concept “Shop Now” with the exact TenderLab wording “Go to Tenders”.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
150,K. Scroll Marquee / Tropical Berry / Our Retailers adaptation,Do not use ecommerce shopping terminology.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
151,K. Scroll Marquee / Tropical Berry / Our Retailers adaptation,Use the reference’s movement/composition idea without copying fruit/product content.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
152,L. Tender and practical photography,Introduce actual tender/procurement-relevant photography.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
153,L. Tender and practical photography,Use practical real-world imagery rather than purely decorative abstract graphics.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
154,L. Tender and practical photography,"Include imagery that can plausibly relate to tender packs, evaluation, evidence gathering, bid review, care operations or public-sector procurement.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
155,L. Tender and practical photography,Use care-sector imagery where it reinforces TenderLab’s healthcare specialism.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
156,L. Tender and practical photography,Avoid generic stock imagery that could belong to any consultancy.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
157,L. Tender and practical photography,Use image cropping and layering intentionally rather than placing every image in the same rounded card.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
158,L. Tender and practical photography,"Where suitable, let images overlap London separator/foreground forms as in the Access Point reference logic.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
159,L. Tender and practical photography,Connect tender imagery visually with “Go to Tenders”.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
160,L. Tender and practical photography,Use alt text for informative images.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
161,L. Tender and practical photography,Mark purely decorative images appropriately so assistive technology can skip them.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
162,M. Two Two reference,Open and study the supplied Two Two Webflow listing.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
163,M. Two Two reference,Open and study the live Two Two rebuild.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
164,M. Two Two reference,"Study overall page composition, not one component only.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
165,M. Two Two reference,Study image-to-text ratio and editorial scale changes.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
166,M. Two Two reference,Study featured-content grid behaviour.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
167,M. Two Two reference,Study how marquee/interaction/blur/custom CSS are used as part of one visual system.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
168,M. Two Two reference,Study section pacing and how content density is broken up.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
169,M. Two Two reference,Study how large statements and image-led sections create hierarchy.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
170,M. Two Two reference,Borrow useful composition and interaction principles only.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
171,M. Two Two reference,Do not copy ecommerce product content.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
172,M. Two Two reference,Do not copy padel terminology or Two Two brand assets.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
173,M. Two Two reference,Do not copy Two Two colours into TenderLab.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
174,N. Daily Interaction #105 reference,Open and study the supplied Daily Interaction #105 Webflow listing.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
175,N. Daily Interaction #105 reference,Open and inspect the live demo where possible.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
176,N. Daily Interaction #105 reference,Understand the hover principle: image expands toward full card height.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
177,N. Daily Interaction #105 reference,Understand the perspective principle: the card moves forward on the z-axis.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
178,N. Daily Interaction #105 reference,Understand the wrapper/perspective relationship.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
179,N. Daily Interaction #105 reference,Understand that additional information can appear on interaction.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
180,N. Daily Interaction #105 reference,Adapt the principle to TenderLab content rather than recipe cards.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
181,N. Daily Interaction #105 reference,"Candidate uses include case studies, services, guides or tenders.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
182,N. Daily Interaction #105 reference,Ensure any hover-only information remains accessible on touch devices.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
183,N. Daily Interaction #105 reference,Provide keyboard focus behaviour equivalent to hover where the card is interactive.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
184,N. Daily Interaction #105 reference,Do not overuse 3D movement across every card on the site.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/TenderPhotoChapter.tsx; components/HomeMotion.tsx; reference investigation report","Checked against the numbered requirement and its acceptance test."
185,O. Homepage composition and section rhythm,"Redesign the homepage as one art-directed experience, not a stack of independent rectangles.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; full-page desktop browser QA","Checked against the numbered requirement and its acceptance test."
186,O. Homepage composition and section rhythm,Keep the strong existing copy unless a copy change is separately requested; the principal problem is art direction and composition.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; full-page desktop browser QA","Checked against the numbered requirement and its acceptance test."
187,O. Homepage composition and section rhythm,Use varied section heights and visual rhythms.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; full-page desktop browser QA","Checked against the numbered requirement and its acceptance test."
188,O. Homepage composition and section rhythm,Use negative space deliberately.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; full-page desktop browser QA","Checked against the numbered requirement and its acceptance test."
189,O. Homepage composition and section rhythm,Use typography scale changes to create hierarchy.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; full-page desktop browser QA","Checked against the numbered requirement and its acceptance test."
190,O. Homepage composition and section rhythm,"Use imagery as part of section composition, not as an afterthought.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; full-page desktop browser QA","Checked against the numbered requirement and its acceptance test."
191,O. Homepage composition and section rhythm,Use separator variants to control transitions and pacing.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; full-page desktop browser QA","Checked against the numbered requirement and its acceptance test."
192,O. Homepage composition and section rhythm,Break up the long content density of the current homepage with visual chapters.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; full-page desktop browser QA","Checked against the numbered requirement and its acceptance test."
193,O. Homepage composition and section rhythm,Avoid repeating the same two-column heading/body pattern for every section.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; full-page desktop browser QA","Checked against the numbered requirement and its acceptance test."
194,O. Homepage composition and section rhythm,Avoid repeating the same rounded-card grid for every section.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; full-page desktop browser QA","Checked against the numbered requirement and its acceptance test."
195,O. Homepage composition and section rhythm,Avoid placing a decorative skyline strip above and below every content block.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; full-page desktop browser QA","Checked against the numbered requirement and its acceptance test."
196,O. Homepage composition and section rhythm,Use a coherent spacing system across sections even when layouts vary.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; full-page desktop browser QA","Checked against the numbered requirement and its acceptance test."
197,O. Homepage composition and section rhythm,Use one consistent button system with deliberate primary/secondary variants.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; full-page desktop browser QA","Checked against the numbered requirement and its acceptance test."
198,O. Homepage composition and section rhythm,Use one consistent typography system with editorial scale variation.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; full-page desktop browser QA","Checked against the numbered requirement and its acceptance test."
199,P. Hero,Revisit the hero as a layered composition rather than text plus an isolated illustration.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/HomeHero.tsx; hero desktop/mobile browser QA","Checked against the numbered requirement and its acceptance test."
200,P. Hero,Use the Access Point hero principle: subject/content and landscape/foreground should feel spatially integrated.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/HomeHero.tsx; hero desktop/mobile browser QA","Checked against the numbered requirement and its acceptance test."
201,P. Hero,Consider a London/TenderLab foreground or architectural layer that carries the eye into the next section.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/HomeHero.tsx; hero desktop/mobile browser QA","Checked against the numbered requirement and its acceptance test."
